filename,composer,type,tracks,4per_beat,first_key_sig,predicted_key_sig,first_time_n,first_time_d,first_time_32nd,time_clocks_per_click,first_note,first_note_time,has_note_off,has_key_change,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Webster\jpw61jg_1.mid,Webster,1,9,96,E,E,3,4,8,24,F#,0,True,False,19.0,38.0,36.0,50.0,116.0,0.0,96.0,1.0,63.0,52.0,1.0,120.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\beethoven_les_adieux_3_format0_2.mid,Beethoven,1,2,480,Eb,C#,6,8,8,12,G,0,True,False,16.0,37.0,6.0,49.0,1.0,17.0,31.0,26.0,8.0,14.0,67.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\beethoven_les_adieux_3_format0_3.mid,Beethoven,1,2,480,Eb,A#,6,8,8,12,C,0,True,False,47.0,3.0,41.0,17.0,2.0,113.0,2.0,67.0,0.0,37.0,37.0,3.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Handel\Royal Fireworks Suite 2mov Allegro_5.mid,Handel,1,13,384,,D,3,4,8,24,D,0,True,False,0.0,102.0,88.0,48.0,171.0,0.0,175.0,81.0,21.0,81.0,15.0,213.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\beethoven_les_adieux_3_format0_4.mid,Beethoven,1,2,480,Eb,A#,6,8,8,12,D,0,True,False,53.0,0.0,70.0,40.0,0.0,62.0,4.0,30.0,4.0,25.0,75.0,4.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Handel\Royal Fireworks Suite 2mov Allegro_6.mid,Handel,1,13,384,,D,3,4,8,24,C#,0,True,False,18.0,70.0,225.0,0.0,132.0,0.0,163.0,98.0,0.0,216.0,0.0,69.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\beethoven_les_adieux_3_format0_5.mid,Beethoven,1,2,480,Eb,D#,6,8,8,12,D,0,True,False,27.0,0.0,13.0,21.0,6.0,29.0,0.0,40.0,30.0,0.0,52.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Handel\Royal Fireworks Suite 2mov Allegro_7.mid,Handel,1,13,384,,D,3,4,8,24,A,0,True,False,0.0,118.0,626.0,0.0,175.0,0.0,329.0,130.0,0.0,469.0,0.0,106.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\beethoven_les_adieux_3_format0_6.mid,Beethoven,1,2,480,Eb,D#,6,8,8,12,G#,0,True,False,16.0,6.0,15.0,103.0,0.0,27.0,4.0,58.0,29.0,13.0,86.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Webster\jpw61nssb_10.mid,Webster,1,11,96,G,G,3,4,8,24,D,0,True,False,74.0,8.0,141.0,42.0,51.0,0.0,54.0,108.0,0.0,71.0,2.0,95.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Handel\Royal Fireworks Suite 2mov Allegro_8.mid,Handel,1,13,384,,D,3,4,8,24,A,0,True,False,0.0,108.0,158.0,12.0,119.0,12.0,202.0,100.0,24.0,108.0,24.0,141.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Webster\jpw61nssb_11.mid,Webster,1,11,96,G,G,3,4,8,24,A,0,True,False,44.0,11.0,161.0,0.0,33.0,0.0,91.0,91.0,0.0,78.0,12.0,84.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\beethoven_les_adieux_3_format0_9.mid,Beethoven,1,2,480,Eb,D#,6,8,8,12,D#,0,True,False,26.0,16.0,29.0,35.0,2.0,39.0,25.0,18.0,6.0,11.0,52.0,5.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Webster\jpw61nssb_12.mid,Webster,1,11,96,G,G,3,4,8,24,D,0,True,False,70.0,20.0,147.0,36.0,55.0,1.0,86.0,88.0,0.0,81.0,13.0,62.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Beethoven_Marche_Funebre_Sonate_No12_Op.26_0.mid,Beethoven,1,4,480,,C,1,4,196,14,E,0,True,False,44.0,0.0,19.0,14.0,63.0,18.0,1.0,63.0,19.0,18.0,11.0,21.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Handel\Royal Fireworks Suite 2mov Bourree_1.mid,Handel,1,16,480,F,F,2,2,8,24,A#,0,True,False,74.0,18.0,92.0,0.0,90.0,124.0,7.0,106.0,0.0,86.0,73.0,9.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Beethoven_Marche_Funebre_Sonate_No12_Op.26_2.mid,Beethoven,1,4,480,,A,4,4,196,14,A,0,True,False,6.0,17.0,16.0,4.0,74.0,0.0,5.0,0.0,19.0,34.0,0.0,43.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Beethoven_Marche_Funebre_Sonate_No12_Op.26_3.mid,Beethoven,1,4,480,,C,4,4,196,14,E,0,True,False,42.0,0.0,20.0,26.0,46.0,18.0,5.0,66.0,18.0,19.0,14.0,22.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Beethoven_Marche_Funebre_Sonate_No12_Op.26_4.mid,Beethoven,1,4,480,,C,4,4,196,14,G#,0,True,False,23.0,9.0,23.0,12.0,63.0,16.0,11.0,5.0,18.0,54.0,8.0,24.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Webster\jpw61nssb_4.mid,Webster,1,11,96,G,G,3,4,8,24,D,0,True,False,62.0,11.0,143.0,18.0,43.0,0.0,62.0,97.0,0.0,64.0,2.0,95.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Beethoven_Marche_Funebre_Sonate_No12_Op.26_5.mid,Beethoven,1,4,480,,F,4,4,196,14,A,0,True,False,0.0,6.0,2.0,0.0,5.0,1.0,0.0,0.0,3.0,24.0,3.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Beethoven_Marche_turque_Ruins_of_Athens_op113_0.mid,Beethoven,1,3,480,C,A,2,4,8,24,G#,0,True,False,0.0,12.0,36.0,0.0,8.0,0.0,27.0,4.0,6.0,25.0,1.0,14.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Beethoven_Marche_turque_Ruins_of_Athens_op113_1.mid,Beethoven,1,3,480,C,A,2,4,8,24,G#,0,True,False,0.0,20.0,37.0,0.0,6.0,6.0,24.0,2.0,9.0,27.0,1.0,13.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Beethoven_Marche_turque_Ruins_of_Athens_op113_2.mid,Beethoven,1,3,480,C,D,2,4,8,24,A,0,True,False,0.0,7.0,35.0,4.0,1.0,1.0,25.0,3.0,1.0,24.0,5.0,14.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Handel\Royal Fireworks Suite 4mov La rejouissance_0.mid,Handel,1,22,480,D,D,4,4,8,24,A,0,True,False,0.0,121.0,533.0,0.0,270.0,0.0,449.0,72.0,20.0,497.0,0.0,64.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Beethoven_Marche_turque_Ruins_of_Athens_op113_4.mid,Beethoven,1,3,480,C,D,2,4,8,24,A#,0,True,False,0.0,12.0,41.0,4.0,4.0,0.0,19.0,3.0,0.0,30.0,3.0,17.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Webster\jpw61nssb_8.mid,Webster,1,11,96,G,G,3,4,8,24,A,0,True,False,44.0,13.0,158.0,0.0,34.0,0.0,92.0,90.0,0.0,71.0,13.0,83.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Handel\Royal Fireworks Suite 4mov La rejouissance_1.mid,Handel,1,22,480,D,D,4,4,8,24,E,0,True,False,0.0,151.0,436.0,0.0,279.0,0.0,331.0,242.0,0.0,542.0,0.0,139.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Webster\jpw61nssb_9.mid,Webster,1,11,96,G,G,3,4,8,24,A,0,True,False,72.0,26.0,141.0,47.0,67.0,1.0,81.0,86.0,0.0,98.0,12.0,54.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Handel\Royal Fireworks Suite 4mov La rejouissance_2.mid,Handel,1,22,480,D,D,4,4,8,24,D,0,True,False,0.0,47.0,124.0,0.0,98.0,0.0,111.0,73.0,0.0,141.0,0.0,21.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Beethoven_Menuet_mi_bemol_majeur_1.mid,Beethoven,1,2,480,,E,3,4,39,9,B,0,True,False,0.0,8.0,0.0,11.0,60.0,0.0,10.0,0.0,12.0,13.0,0.0,22.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Webster\jpw61owttgtcc_1.mid,Webster,1,11,96,F,F,4,4,8,24,A,0,True,False,172.0,2.0,50.0,32.0,21.0,202.0,50.0,32.0,0.0,81.0,45.0,26.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Beethoven_Menuet_mi_bemol_majeur_2.mid,Beethoven,1,2,480,,E,3,4,39,9,A,0,True,False,4.0,9.0,0.0,16.0,24.0,1.0,20.0,0.0,27.0,14.0,2.0,43.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Webster\jpw61owttgtcc_10.mid,Webster,1,11,96,F,A#,3,4,8,24,A,0,True,False,154.0,3.0,54.0,44.0,19.0,199.0,9.0,32.0,0.0,87.0,43.0,28.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Beethoven_Menuet_mi_bemol_majeur_4.mid,Beethoven,1,2,480,,E,3,4,39,9,G#,0,True,False,0.0,1.0,0.0,10.0,30.0,1.0,11.0,1.0,26.0,13.0,1.0,30.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Webster\jpw61owttgtcc_11.mid,Webster,1,11,96,F,F,4,4,8,24,A,0,True,False,172.0,2.0,50.0,32.0,21.0,202.0,50.0,32.0,0.0,81.0,45.0,26.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Beethoven_Minueto_Op31_No3 _0.mid,Beethoven,1,2,480,,E,1,4,44,10,B,0,True,False,2.0,12.0,2.0,12.0,57.0,0.0,23.0,0.0,28.0,25.0,0.0,50.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Webster\jpw61owttgtcc_12.mid,Webster,1,11,96,F,A#,3,4,8,24,A,0,True,False,154.0,3.0,54.0,44.0,19.0,199.0,9.0,32.0,0.0,87.0,43.0,28.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Handel\Royal Fireworks Suite 6mov Menuet 1y2_3.mid,Handel,1,22,384,,D,3,4,8,24,F#,0,True,False,0.0,67.0,234.0,0.0,121.0,0.0,165.0,148.0,0.0,177.0,0.0,38.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Webster\jpw61owttgtcc_13.mid,Webster,1,11,96,F,F,4,4,8,24,A,0,True,False,172.0,2.0,50.0,32.0,21.0,202.0,50.0,32.0,0.0,81.0,45.0,26.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Handel\Royal Fireworks Suite 6mov Menuet 1y2_4.mid,Handel,1,22,384,,D,3,4,8,24,F#,0,True,False,0.0,9.0,41.0,0.0,15.0,0.0,16.0,4.0,0.0,24.0,0.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Beethoven_Minueto_Op31_No3 _3.mid,Beethoven,1,2,480,,E,3,4,53,12,B,0,True,False,9.0,4.0,0.0,12.0,19.0,0.0,12.0,3.0,11.0,15.0,4.0,36.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Handel\Samson 57 1mov Overture_0.mid,Handel,1,8,96,C,D,4,4,8,24,G,0,True,False,35.0,45.0,184.0,0.0,79.0,5.0,118.0,174.0,9.0,170.0,0.0,148.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Beethoven_Minueto_Op31_No3 _4.mid,Beethoven,1,2,480,,E,3,4,53,12,A,0,True,False,7.0,4.0,0.0,13.0,26.0,0.0,11.0,3.0,16.0,16.0,4.0,37.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Handel\Samson 57 1mov Overture_1.mid,Handel,1,8,96,C,G,4,4,8,24,F#,0,True,False,45.0,26.0,148.0,33.0,132.0,2.0,145.0,120.0,0.0,171.0,0.0,114.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Beethoven_Minueto_Op31_No3 _5.mid,Beethoven,1,2,480,,E,3,4,53,12,F#,0,True,False,4.0,12.0,2.0,14.0,56.0,0.0,26.0,0.0,26.0,25.0,0.0,59.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Beethoven_Minueto_Op31_No3 _6.mid,Beethoven,1,2,480,,E,3,4,53,12,C,0,True,False,4.0,4.0,2.0,12.0,39.0,4.0,8.0,0.0,17.0,11.0,0.0,21.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Webster\jpw61owttgtcc_4.mid,Webster,1,11,96,F,A#,3,4,8,24,A,0,True,False,154.0,3.0,54.0,44.0,19.0,199.0,9.0,32.0,0.0,87.0,43.0,28.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Beethoven_Minuet_inG_0.mid,Beethoven,1,3,1024,D,D,2,4,8,24,D,0.6593399999999999,True,False,0.0,18.0,34.0,2.0,16.0,10.0,28.0,8.0,8.0,23.0,2.0,12.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Beethoven_Minuet_inG_1.mid,Beethoven,1,3,1024,D,D,3,4,8,24,A,0,True,False,2.0,10.0,25.0,2.0,16.0,6.0,25.0,18.0,6.0,33.0,2.0,10.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Webster\jpw61owttgtcc_5.mid,Webster,1,11,96,F,F,4,4,8,24,A,0,True,False,172.0,2.0,50.0,32.0,21.0,202.0,50.0,32.0,0.0,81.0,45.0,26.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Handel\Samson 57 1mov Overture_4.mid,Handel,1,8,96,C,G,4,4,8,24,G,0,True,False,37.0,9.0,123.0,0.0,38.0,0.0,53.0,118.0,0.0,64.0,0.0,77.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Beethoven_Minuet_inG_3.mid,Beethoven,1,3,1024,D,D,3,4,8,24,D,0,True,False,1.0,13.0,17.0,0.0,23.0,4.0,12.0,19.0,9.0,25.0,0.0,14.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Beethoven_Minuet_inG_4.mid,Beethoven,1,3,1024,D,D,3,4,8,24,G,0,True,False,1.0,19.0,31.0,1.0,19.0,5.0,20.0,15.0,5.0,28.0,1.0,14.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Beethoven_Minuet_inG_5.mid,Beethoven,1,3,1024,D,C,3,4,8,24,D,0,True,False,1.0,2.0,7.0,1.0,4.0,3.0,10.0,3.0,3.0,8.0,1.0,2.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\beethoven_opus10_1_0.mid,Beethoven,1,3,480,Eb,D#,3,4,8,24,D#,0,True,False,22.0,0.0,15.0,23.0,0.0,17.0,0.0,23.0,9.0,0.0,0.0,14.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\beethoven_opus10_1_1.mid,Beethoven,1,3,480,Eb,D#,3,4,8,24,B,0.342231,True,False,18.0,0.0,15.0,17.0,0.0,9.0,0.0,30.0,5.0,0.0,0.0,11.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Handel\scipione_0.mid,Handel,1,8,384,D,D,4,4,8,96,D,0,True,False,0.0,82.0,119.0,3.0,85.0,0.0,73.0,41.0,10.0,114.0,0.0,66.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\beethoven_opus10_1_10.mid,Beethoven,1,3,480,Eb,D#,3,4,8,24,G,0,True,False,5.0,0.0,14.0,23.0,0.0,18.0,0.0,16.0,10.0,1.0,52.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Handel\scipione_1.mid,Handel,1,8,384,D,D,4,4,8,96,G,0,True,False,0.0,69.0,138.0,0.0,70.0,0.0,77.0,68.0,0.0,107.0,0.0,48.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Webster\jpw61talatwfm_0.mid,Webster,1,11,96,C,C,1,8,8,12,G,0.0062499999999999995,True,False,78.0,1.0,60.0,0.0,27.0,36.0,46.0,62.0,0.0,21.0,10.0,27.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Handel\seraphim_0.mid,Handel,1,11,384,D,D,4,4,8,96,D,0,True,False,5.0,41.0,247.0,0.0,96.0,0.0,203.0,84.0,0.0,169.0,0.0,60.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\beethoven_opus10_1_13.mid,Beethoven,1,3,480,Eb,D#,3,4,8,24,G#,0,True,False,17.0,4.0,7.0,3.0,15.0,17.0,0.0,15.0,7.0,0.0,7.0,5.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Handel\seraphim_1.mid,Handel,1,11,384,D,A,4,4,8,96,E,0,True,False,0.0,130.0,110.0,0.0,189.0,0.0,90.0,8.0,11.0,191.0,0.0,25.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Webster\jpw61talatwfm_2.mid,Webster,1,11,96,C,C,6,8,8,12,F,0,True,False,121.0,3.0,93.0,11.0,40.0,66.0,55.0,101.0,0.0,38.0,13.0,38.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\beethoven_opus10_1_15.mid,Beethoven,1,3,480,Eb,G#,3,4,8,24,F,0,True,False,15.0,7.0,5.0,11.0,5.0,15.0,5.0,7.0,9.0,3.0,8.0,2.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Webster\jpw61talatwfm_3.mid,Webster,1,11,96,C,C,6,8,8,12,G,0,True,False,208.0,3.0,103.0,34.0,66.0,68.0,32.0,154.0,0.0,32.0,15.0,45.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\beethoven_opus10_1_16.mid,Beethoven,1,3,480,Eb,D#,3,4,8,24,C,0,True,False,14.0,0.0,16.0,12.0,0.0,19.0,1.0,26.0,12.0,3.0,2.0,10.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Handel\seraphim_3.mid,Handel,1,11,384,D,D,4,4,8,96,F#,0,True,False,4.0,53.0,240.0,22.0,98.0,0.0,266.0,118.0,0.0,204.0,7.0,125.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\beethoven_opus10_1_17.mid,Beethoven,1,3,480,Eb,D#,3,4,8,24,D#,0,True,False,22.0,0.0,15.0,23.0,0.0,17.0,0.0,23.0,9.0,0.0,0.0,14.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\beethoven_opus10_1_18.mid,Beethoven,1,3,480,Eb,D,3,4,8,24,B,0.342231,True,False,6.0,10.0,7.0,6.0,0.0,11.0,6.0,6.0,6.0,2.0,4.0,10.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\beethoven_opus10_1_19.mid,Beethoven,1,3,480,Eb,D#,3,4,8,24,G#,0,True,False,15.0,5.0,8.0,2.0,7.0,12.0,4.0,9.0,8.0,6.0,13.0,4.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Handel\seraphim_5.mid,Handel,1,11,384,D,D,4,4,8,96,D,0,True,False,0.0,55.0,237.0,0.0,110.0,0.0,190.0,66.0,2.0,180.0,0.0,59.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\beethoven_opus10_1_2.mid,Beethoven,1,3,480,Eb,C#,3,4,8,24,D#,0,True,False,9.0,6.0,2.0,11.0,3.0,9.0,6.0,5.0,11.0,2.0,7.0,2.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Handel\seraphim_6.mid,Handel,1,11,384,D,A,4,4,8,96,E,0,True,False,0.0,131.0,102.0,0.0,209.0,0.0,100.0,7.0,14.0,209.0,0.0,22.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\beethoven_opus10_1_20.mid,Beethoven,1,3,480,Eb,F,3,4,8,24,A,0,True,False,55.0,0.0,6.0,6.0,12.0,19.0,0.0,22.0,3.0,12.0,9.0,1.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Webster\jpw61talatwfm_7.mid,Webster,1,11,96,C,C,6,8,8,12,C,0,True,False,228.0,3.0,95.0,40.0,79.0,75.0,29.0,156.0,0.0,33.0,14.0,41.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\beethoven_opus10_1_21.mid,Beethoven,1,3,480,Eb,D#,3,4,8,24,G,0,True,False,23.0,0.0,24.0,17.0,0.0,9.0,0.0,57.0,0.0,0.0,0.0,16.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Webster\jpw61talatwfm_8.mid,Webster,1,11,96,C,C,5,8,8,12,G,0.0062499999999999995,True,False,110.0,2.0,103.0,0.0,35.0,37.0,62.0,107.0,0.0,27.0,16.0,43.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Handel\seraphim_8.mid,Handel,1,11,384,D,D,4,4,8,96,B,0,True,False,0.0,15.0,148.0,0.0,41.0,0.0,114.0,53.0,0.0,99.0,0.0,34.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\beethoven_opus10_1_23.mid,Beethoven,1,3,480,Eb,C,3,4,8,24,F#,0,True,False,22.0,0.0,15.0,23.0,0.0,11.0,5.0,30.0,3.0,2.0,0.0,9.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Handel\sharp_0.mid,Handel,1,6,384,A,A,4,4,8,96,A,0,True,False,10.0,88.0,60.0,2.0,80.0,0.0,54.0,4.0,74.0,120.0,0.0,106.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\beethoven_opus10_1_3.mid,Beethoven,1,3,480,Eb,D#,3,4,8,24,A#,0,True,False,11.0,0.0,9.0,14.0,2.0,14.0,0.0,15.0,13.0,2.0,42.0,1.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Handel\sharp_1.mid,Handel,1,6,384,A,A,4,4,8,96,E,0,True,False,0.0,80.0,54.0,0.0,79.0,0.0,38.0,0.0,53.0,91.0,0.0,63.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Webster\jpw61tlfas_2.mid,Webster,1,4,96,C,C,1,4,8,24,E,0,True,False,52.0,0.0,21.0,0.0,39.0,43.0,0.0,78.0,0.0,20.0,0.0,12.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Handel\sharp_2.mid,Handel,1,6,384,A,E,4,4,8,96,C#,0,True,False,0.0,45.0,19.0,30.0,76.0,0.0,54.0,18.0,60.0,55.0,10.0,69.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Webster\jpw61tlfas_3.mid,Webster,1,4,96,C,C,4,4,8,24,C,0,True,False,64.0,0.0,13.0,0.0,28.0,37.0,0.0,70.0,1.0,20.0,3.0,8.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Webster\jpw61tlfas_4.mid,Webster,1,4,96,C,C,4,4,8,24,F,0,True,False,50.0,0.0,24.0,0.0,36.0,37.0,0.0,85.0,0.0,14.0,0.0,14.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Handel\sharp_4.mid,Handel,1,6,384,A,D,4,4,8,96,C#,0,True,False,0.0,69.0,69.0,8.0,80.0,0.0,59.0,23.0,17.0,42.0,8.0,83.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\beethoven_opus10_1_8.mid,Beethoven,1,3,480,Eb,D#,3,4,8,24,G,0,True,False,14.0,4.0,8.0,12.0,2.0,4.0,0.0,20.0,5.0,0.0,4.0,8.0
